"","V1","collectioncode","animal_id","scientificname","common_name_e","datelastmodified","detectedby","glatos_array","station","receiver_sn","bottom_depth","receiver_depth","transmitter_id","transmitter_codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","detection_timestamp_utc","timezone","deploy_long","deploy_lat","the_geom","yearcollected","monthcollected","daycollected","julianday","timeofday","local_area","notes","citation","unqdetecid","contact_pi","contact_poc","min_lag","passed_filter"
"138",7234,"SABMPA","SABMPA-1283889-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15012","","",NA,"",NA,"",2022-11-01 04:21:00,"UTC",-59.26846,45.5588,"0101000020E61000005F24B4E55CA24DC09D8026C286C74640",2022,11,1,305,4.35,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283889-2022-11-01-release-A69-9006-15012","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"139",7235,"SABMPA","SABMPA-1283889-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15011","","",NA,"",NA,"",2022-11-01 04:21:00,"UTC",-59.26846,45.5588,"0101000020E61000005F24B4E55CA24DC09D8026C286C74640",2022,11,1,305,4.35,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283889-2022-11-01-release-A69-9006-15011","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"140",7236,"SABMPA","SABMPA-1283890-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15013","","",NA,"",NA,"",2022-11-01 04:17:00,"UTC",-59.14933,45.58141,"0101000020E6100000E527D53E1D934DC09FC893A46BCA4640",2022,11,1,305,4.28333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283890-2022-11-01-release-A69-9006-15013","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"141",7237,"SABMPA","SABMPA-1283890-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15014","","",NA,"",NA,"",2022-11-01 04:17:00,"UTC",-59.14933,45.58141,"0101000020E6100000E527D53E1D934DC09FC893A46BCA4640",2022,11,1,305,4.28333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283890-2022-11-01-release-A69-9006-15014","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"142",7422,"SABMPA","SABMPA-1283891-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15015","","",NA,"",NA,"",2022-11-01 04:19:00,"UTC",-59.15072,45.58101,"0101000020E6100000336DFFCA4A934DC0115322895ECA4640",2022,11,1,305,4.31666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283891-2022-11-01-release-A69-9006-15015","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"143",7423,"SABMPA","SABMPA-1283891-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15016","","",NA,"",NA,"",2022-11-01 04:19:00,"UTC",-59.15072,45.58101,"0101000020E6100000336DFFCA4A934DC0115322895ECA4640",2022,11,1,305,4.31666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283891-2022-11-01-release-A69-9006-15016","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"144",7485,"SABMPA","SABMPA-1283892-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15017","","",NA,"",NA,"",2022-11-01 04:20:00,"UTC",-59.1795,45.57261,"0101000020E6100000E5D022DBF9964DC068AED3484BC94640",2022,11,1,305,4.33333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283892-2022-11-01-release-A69-9006-15017","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"145",7486,"SABMPA","SABMPA-1283892-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15018","","",NA,"",NA,"",2022-11-01 04:20:00,"UTC",-59.1795,45.57261,"0101000020E6100000E5D022DBF9964DC068AED3484BC94640",2022,11,1,305,4.33333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283892-2022-11-01-release-A69-9006-15018","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"146",7487,"SABMPA","SABMPA-1283893-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15020","","",NA,"",NA,"",2022-11-01 04:18:00,"UTC",-59.14959,45.58141,"0101000020E610000082E7DEC325934DC09FC893A46BCA4640",2022,11,1,305,4.3,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283893-2022-11-01-release-A69-9006-15020","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"147",7488,"SABMPA","SABMPA-1283893-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15019","","",NA,"",NA,"",2022-11-01 04:18:00,"UTC",-59.14959,45.58141,"0101000020E610000082E7DEC325934DC09FC893A46BCA4640",2022,11,1,305,4.3,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283893-2022-11-01-release-A69-9006-15019","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"148",8356,"SABMPA","SABMPA-1283894-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15021","","",NA,"",NA,"",2022-11-01 04:16:00,"UTC",-59.14878,45.58144,"0101000020E6100000422619390B934DC00A4B3CA06CCA4640",2022,11,1,305,4.26666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283894-2022-11-01-release-A69-9006-15021","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"149",8357,"SABMPA","SABMPA-1283894-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15022","","",NA,"",NA,"",2022-11-01 04:16:00,"UTC",-59.14878,45.58144,"0101000020E6100000422619390B934DC00A4B3CA06CCA4640",2022,11,1,305,4.26666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283894-2022-11-01-release-A69-9006-15022","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"150",8358,"SABMPA","SABMPA-1283895-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15023","","",NA,"",NA,"",2022-11-01 04:15:00,"UTC",-59.14799,45.58164,"0101000020E610000049111956F1924DC0D105F52D73CA4640",2022,11,1,305,4.25,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283895-2022-11-01-release-A69-9006-15023","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"151",8359,"SABMPA","SABMPA-1283895-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15024","","",NA,"",NA,"",2022-11-01 04:15:00,"UTC",-59.14799,45.58164,"0101000020E610000049111956F1924DC0D105F52D73CA4640",2022,11,1,305,4.25,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283895-2022-11-01-release-A69-9006-15024","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"152",8580,"SABMPA","SABMPA-1283896-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15026","","",NA,"",NA,"",2022-11-01 04:32:00,"UTC",-59.14782,45.58166,"0101000020E6100000EDD808C4EB924DC018B2BAD573CA4640",2022,11,1,305,4.53333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283896-2022-11-01-release-A69-9006-15026","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"153",8581,"SABMPA","SABMPA-1283896-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15025","","",NA,"",NA,"",2022-11-01 04:32:00,"UTC",-59.14782,45.58166,"0101000020E6100000EDD808C4EB924DC018B2BAD573CA4640",2022,11,1,305,4.53333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283896-2022-11-01-release-A69-9006-15025","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"154",8582,"SABMPA","SABMPA-1283897-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15028","","",NA,"",NA,"",2022-11-01 04:28:00,"UTC",-59.1426,45.58244,"0101000020E61000006E3480B740924DC0EDF0D7648DCA4640",2022,11,1,305,4.46666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283897-2022-11-01-release-A69-9006-15028","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"155",8583,"SABMPA","SABMPA-1283897-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15027","","",NA,"",NA,"",2022-11-01 04:28:00,"UTC",-59.1426,45.58244,"0101000020E61000006E3480B740924DC0EDF0D7648DCA4640",2022,11,1,305,4.46666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283897-2022-11-01-release-A69-9006-15027","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"156",8584,"SABMPA","SABMPA-1283898-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15030","","",NA,"",NA,"",2022-11-01 04:29:00,"UTC",-59.13367,45.58511,"0101000020E6100000693A3B191C914DC002486DE2E4CA4640",2022,11,1,305,4.48333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283898-2022-11-01-release-A69-9006-15030","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"157",8585,"SABMPA","SABMPA-1283898-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15029","","",NA,"",NA,"",2022-11-01 04:29:00,"UTC",-59.13367,45.58511,"0101000020E6100000693A3B191C914DC002486DE2E4CA4640",2022,11,1,305,4.48333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283898-2022-11-01-release-A69-9006-15029","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"158",9166,"SABMPA","SABMPA-1283899-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15031","","",NA,"",NA,"",2022-11-01 04:31:00,"UTC",-59.14685,45.58175,"0101000020E610000074B515FBCB924DC05839B4C876CA4640",2022,11,1,305,4.51666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283899-2022-11-01-release-A69-9006-15031","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"159",9167,"SABMPA","SABMPA-1283899-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15032","","",NA,"",NA,"",2022-11-01 04:31:00,"UTC",-59.14685,45.58175,"0101000020E610000074B515FBCB924DC05839B4C876CA4640",2022,11,1,305,4.51666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283899-2022-11-01-release-A69-9006-15032","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"160",9183,"SABMPA","SABMPA-1283900-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15033","","",NA,"",NA,"",2022-11-01 04:27:00,"UTC",-59.1442,45.58206,"0101000020E6100000A60A462575924DC0A6272CF180CA4640",2022,11,1,305,4.45,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283900-2022-11-01-release-A69-9006-15033","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"161",9184,"SABMPA","SABMPA-1283900-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15034","","",NA,"",NA,"",2022-11-01 04:27:00,"UTC",-59.1442,45.58206,"0101000020E6100000A60A462575924DC0A6272CF180CA4640",2022,11,1,305,4.45,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283900-2022-11-01-release-A69-9006-15034","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"162",9185,"SABMPA","SABMPA-1283901-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15036","","",NA,"",NA,"",2022-11-01 04:26:00,"UTC",-59.14471,45.58267,"0101000020E6100000BCB376DB85924DC01F2E39EE94CA4640",2022,11,1,305,4.43333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283901-2022-11-01-release-A69-9006-15036","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"163",9186,"SABMPA","SABMPA-1283901-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15035","","",NA,"",NA,"",2022-11-01 04:26:00,"UTC",-59.14471,45.58267,"0101000020E6100000BCB376DB85924DC01F2E39EE94CA4640",2022,11,1,305,4.43333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283901-2022-11-01-release-A69-9006-15035","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"164",9187,"SABMPA","SABMPA-1283902-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15037","","",NA,"",NA,"",2022-11-01 04:25:00,"UTC",-59.14479,45.5821,"0101000020E6100000D8648D7A88924DC03480B74082CA4640",2022,11,1,305,4.41666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283902-2022-11-01-release-A69-9006-15037","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"165",9188,"SABMPA","SABMPA-1283902-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15038","","",NA,"",NA,"",2022-11-01 04:25:00,"UTC",-59.14479,45.5821,"0101000020E6100000D8648D7A88924DC03480B74082CA4640",2022,11,1,305,4.41666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283902-2022-11-01-release-A69-9006-15038","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"166",9189,"SABMPA","SABMPA-1283903-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15039","","",NA,"",NA,"",2022-11-01 04:30:00,"UTC",-59.13214,45.58547,"0101000020E6100000293FA9F6E9904DC0026553AEF0CA4640",2022,11,1,305,4.5,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283903-2022-11-01-release-A69-9006-15039","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"167",9190,"SABMPA","SABMPA-1283903-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15040","","",NA,"",NA,"",2022-11-01 04:30:00,"UTC",-59.13214,45.58547,"0101000020E6100000293FA9F6E9904DC0026553AEF0CA4640",2022,11,1,305,4.5,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283903-2022-11-01-release-A69-9006-15040","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"168",9194,"SABMPA","SABMPA-1283904-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15042","","",NA,"",NA,"",2022-11-01 04:24:00,"UTC",-59.14557,45.58167,"0101000020E6100000ADA3AA09A2924DC03C889D2974CA4640",2022,11,1,305,4.4,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283904-2022-11-01-release-A69-9006-15042","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"169",9195,"SABMPA","SABMPA-1283904-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15041","","",NA,"",NA,"",2022-11-01 04:24:00,"UTC",-59.14557,45.58167,"0101000020E6100000ADA3AA09A2924DC03C889D2974CA4640",2022,11,1,305,4.4,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283904-2022-11-01-release-A69-9006-15041","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"170",9197,"SABMPA","SABMPA-1283905-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15044","","",NA,"",NA,"",2022-11-01 04:34:00,"UTC",-59.14696,45.58147,"0101000020E6100000FBE8D495CF924DC075CDE49B6DCA4640",2022,11,1,305,4.56666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283905-2022-11-01-release-A69-9006-15044","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
