SPECCD_ID,APHIA_ID,COMM,SPEC
8639,134199,,POLYMASTIA GRIMALDII
8640,170657,,POLYMASTIA THIELEI
8641,134214,,POLYMASTIA UBERRIMA
8642,134232,,WEBERELLA BURSA
8643,170682,,SPHAEROTYLUS CAPITATUS
8644,165801,,HALICHONDRIA (HALICHONDRIA) BOWERBANKI
8645,131808,,HYMENIACIDON
8646,131818,,SPONGOSORITES
8647,134240,,STYLOCORDYLA BOREALIS
8648,1426129,,PLICATELLOPSIS BOWERBANKI
8649,134257,,PSEUDOSUBERITES MONTINIGER
8650,134314,,TETHYA NORVEGICA
8651,171347,,CRANIELLA POLYURA
8700,1371,SIPHONOPHORA,SIPHONOPHORAE
9200,,STONES AND ROCKS,
9300,,"SEAWEED, ALGAE ,KELP; THALLOPHYTA",
9301,144129,BROWN ROCKWEED,FUCUS
9302,144296,SEA LETTUCE; INCL ENTEROMORPHA SP.,ULVA
9303,830,BROWN SEAWEEDS,PHAEOPHYCEAE
9304,852,RED SEAWEEDS; RHODOPHYCEAE,RHODOPHYTA
9305,145795,EEL GRASS,ZOSTERA SUBG. ZOSTERA MARINA
9306,144061,SOUR WEED  UNSPECIFIED,DESMARESTIA
9307,145310,SOUR WEED,DESMARESTIA VIRIDIS
9308,145307,SOUR WEED,DESMARESTIA ACULEATA
9309,145722,SHOELACE,CHORDA FILUM
9310,144910,SHOELACE  BRANCHED,CHORDARIA FLAGELLIFORMIS
9311,182742,MONKEY FUR; STYPOCAULON,HALOPTERIS SCOPARIA
9312,144079,RIBBON WEED,PUNCTARIA
9313,494940,DIFFORMIS,LEATHESIA MARINA
9314,144062,ROUGH HOLLOW WEED,ASPEROCOCCUS
9315,145322,FALSE SOUR WEED,DICTYOSIPHON FOENICULACEUS
9316,144099,,ECTOCARPUS
9317,144937,,ELACHISTA FUCICOLA
9318,157188,PILAYELLA,PYLAIELLA LITTORALIS
9319,145869,SAUSAGE WEED,SCYTOSIPHON LOMENTARIA
9320,144931,,SPHAEROTRICHIA DIVARICATA
9321,376877,LASAGNA KELP; LAMINARIA,SACCHARINA LONGICRURIS
9322,145724,HORSETAIL KELP,LAMINARIA DIGITATA
9323,145716,SEA WHIP KELP,ALARIA ESCULENTA
9324,145734,PIGSKIN KELP,SACCORHIZA DERMATODEA
9325,157207,SEA COLANDER/ HOLEY KELP; CRIBROSUM,AGARUM CLATHRATUM
9326,145001,,RALFSIA VERRUCOSA
9327,145548,BLADDER WRACK,FUCUS VESICULOSUS
9328,145544,ROCK WEED,FUCUS DISTICHUS
9329,145547,ROCK WEED,FUCUS SPIRALIS
9330,145546,TOOTHED WRACK,FUCUS SERRATUS
9331,145541,KNOTTED WRACK,ASCOPHYLLUM NODOSUM
9332,145625,IRISH MOSS; INCL IRISH MOSS (SIMILAR),CHONDRUS CRISPUS
9333,145620,WIREWEED/FOOFOO,FURCELLARIA LUMBRICALIS
9334,145771,DULSE,PALMARIA PALMATA
9335,144437,NORI  LAVER,PORPHYRA UMBILICALIS
9336,144773,SEA OAK,PHYCODRYS RUBENS
9337,144687,RED FERN,PTILOTA SERRATA
9338,145108,CORAL WEED,CORALLINA OFFICINALIS
9339,143834,BANDED WEED,CERAMIUM
9340,145615,BUSHY RED WEED,CYSTOCLONIUM PURPUREUM
9342,475211,ROCKWEED EPIPHYTE; POLYSIPHONIA,VERTEBRATA LANOSA
9343,145664,FALSE OR DEAD MOSS; PSEUDOCERANOIDES,PHYLLOPHORA PSEUDOCERANOIDES
9344,145668,WIREWEED; ROTUNDUS,POLYIDES ROTUNDA
9345,144422,WIREWEED,AHNFELTIA PLICATA
9347,144188,GRACEFUL RED WEED,GRACILARIA
9348,144442,,BONNEMAISONIA HAMIFERA
9349,144509,,ANTITHAMNION CRUCIATUM
9351,144529,INCL CALLITHAMNION BAILEYI,CALLITHAMNION TETRAGONUM
9352,144036,,GLOIOSIPHONIA
9353,144714,CHENILLE WEED,DASYA BAILLOUVIANA
9354,144603,,PLUMARIA PLUMOSA
9355,143853,TUBED WEEDS,POLYSIPHONIA
9356,144854,,RHODOMELA CONFERVOIDES
9357,143864,,SPERMOTHAMNION
9358,145688,,STYLONEMA ALSIDII
9359,144016,INCL LITHOTHAMNIUM SPP.,LITHOPHYLLUM
9361,143996,MERMAIDS HAIR,CLADOPHORA
9363,145020,GREEN THREAD,CHAETOMORPHA AEREA
9364,145086,"DEAD MANS FINGERS, OYSTER THIEF  GREEN FLEECE",CODIUM FRAGILE
9365,144903,,GOMONTIA POLYRHIZA
9366,144290,SEA LETTUCE  UNSPECIED; MONOSTRTOMA,MONOSTROMA
9367,145940,SEA LETTUCE,MONOSTROMA GREVILLEI
9368,214368,SEA LETTUCE; MONOSTROMA OXYSPERMUM,GAYRALIA OXYSPERMA
9369,143997,,RHIZOCLONIUM
9370,144413,,SPONGOMORPHA AERUGINOSA
9371,145800,,PRASIOLA STIPITATA
9400,,"FOREIGN ARTICLES,GARBAGE",
9405,1307,LAND INSECTS,INSECTA
9406,118088,,DIPTERA
9410,1836,G.LAND BIRD,AVES
9430,137067,TORTOISES AND SEA GOING TURTLES,CHELONIA
9431,137206,GREEN SEA TURTLE,CHELONIA MYDAS
9432,137207,HAWKSBILL SEA TURTLE,ERETMOCHELYS IMBRICATA
9433,137208,KEMPS RIDLEY SEA TURTLE; LEPODOCHELYS,LEPIDOCHELYS KEMPII
9434,220293,OLIVE RIDLEY SEA TURTLE; LEPODOCHELYS,LEPIDOCHELYS OLIVACEA
9435,137209,LEATHERBACK SEA TURTLE; DEMOCHELYS CORIAVEA,DERMOCHELYS CORIACEA
9436,137205,LOGGERHEAD SEA TURTLE,CARETTA CARETTA
9437,136999,HARD SHELL SEA TURTLE; CHELONIDAE,CHELONIIDAE
9450,148776,NORTHERN GANNET,MORUS BASSANUS
9451,137138,HERRING GULL,LARUS ARGENTATUS
9452,137172,PARASITIC JAEGER,STERCORARIUS PARASITICUS
9453,137169,RED-NECKED PHALAROPE,PHALAROPUS LOBATUS
9454,148797,RING-BILLED GULL,LARUS DELAWARENSIS
9455,137146,GREAT BLACK-BACKED GULL,LARUS MARINUS
9456,137140,YELLOW-LEGGED GULL,LARUS CACHINNANS
9457,137142,LESSER BLACK-BACKED GULL,LARUS FUSCUS
9458,137149,COMMON BLACK-HEADED GULL,LARUS RIDIBUNDUS
9460,159074,LAUGHING GULL,LARUS ATRICILLA
9462,567449,LITTLE GULL; LARUS,HYDROCOLOEUS MINUTUS
9463,137154,IVORY GULL,PAGOPHILA EBURNEA
9466,137156,BLACK-LEGGED KITTIWAKE,RISSA TRIDACTYLA
9467,137137,BLACK TERN,CHLIDONIAS NIGER
9468,567825,CASPIAN TERN; STERNA,HYDROPROGNE CASPIA
9469,137163,ROYAL TERN,STERNA MAXIMA
9470,137166,SANDWICH TERN,STERNA SANDVICENSIS
9471,137162,COMMON TERN,STERNA HIRUNDO
9472,137165,ARCTIC TERN,STERNA PARADISAEA
9474,567792,BRIDLED TERN; STERNA,ONYCHOPRION ANAETHETUS
9475,567797,LEAST TERN; STERNA,STERNULA ANTILLARUM
9476,137128,RAZORBILL,ALCA TORDA
9477,159059,DOUBLE-CRESTED CORMORANT; AURITIUS,PHALACROCORAX AURITUS
9478,137179,GREAT CORMORANT,PHALACROCORAX CARBO
9479,137129,DOVEKIE,ALLE ALLE
9480,137133,COMMON MURRE,URIA AALGE
9481,137134,THICK-BILLED MURRE,URIA LOMVIA
9483,137130,BLACK GUILLEMOT,CEPPHUS GRYLLE
9484,254308,MARBLED MURRELET; BRACHYRAMPHUSMARMORATUS,BRACHYRAMPHUS MARMORATUS
9485,137131,ATLANTIC PUFFIN,FRATERCULA ARCTICA
9486,137195,NORTHERN FULMAR,FULMARUS GLACIALIS
9488,137201,GREATER SHEARWATER,PUFFINUS GRAVIS
9489,137202,SOOTY SHEARWATER,PUFFINUS GRISEUS
9490,137203,MANX SHEARWATER,PUFFINUS PUFFINUS
9493,137074,COMMON EIDER,SOMATERIA MOLLISSIMA
9494,137075,KING EIDER,SOMATERIA SPECTABILIS
9495,159092,HARLEQUIN DUCK,HISTRIONICUS HISTRIONICUS
9630,,ORGANIC DEBRIS,
9990,,MIXED,
9991,,FIRST UNIDENTIFIED PER SET,
9992,,SECOND UNIDENTIFIED PER SET,
9993,,THIRD UNIDENTIFIED PER SET,
9994,,FOURTH UNIDENTIFIED PER SET,
9995,,FIFTH UNIDENTIFIED PER SET,
9996,,SIXTH UNIDENTIFIED PER SET,
9997,,SEVENTH UNIDENTIFIED PER SET,
9998,,EIGHTH UNIDENTIFIED PER SET,
9999,,NINTH UNIDENTIFIED PER SET,
